Src_Latitude,Src_Longitude,route_1_Waypoint_1_Lat,route_1_Waypoint_1_Lon,route_1_Waypoint_2_Lat,route_1_Waypoint_2_Lon,route_1_Waypoint_3_Lat,route_1_Waypoint_3_Lon,route_1_Waypoint_4_Lat,route_1_Waypoint_4_Lon,route_1_Waypoint_5_Lat,route_1_Waypoint_5_Lon,route_1_Waypoint_6_Lat,route_1_Waypoint_6_Lon,route_1_Waypoint_7_Lat,route_1_Waypoint_7_Lon,route_1_Waypoint_8_Lat,route_1_Waypoint_8_Lon,route_1_Waypoint_9_Lat,route_1_Waypoint_9_Lon,route_2_Waypoint_1_Lat,route_2_Waypoint_1_Lon,route_2_Waypoint_2_Lat,route_2_Waypoint_2_Lon,route_2_Waypoint_3_Lat,route_2_Waypoint_3_Lon,route_2_Waypoint_4_Lat,route_2_Waypoint_4_Lon,route_2_Waypoint_5_Lat,route_2_Waypoint_5_Lon,route_2_Waypoint_6_Lat,route_2_Waypoint_6_Lon,route_2_Waypoint_7_Lat,route_2_Waypoint_7_Lon,route_2_Waypoint_8_Lat,route_2_Waypoint_8_Lon,route_2_Waypoint_9_Lat,route_2_Waypoint_9_Lon,Dest_Latitude,Dest_Longitude,route1_distance,route1_duration,route1_Road_Type,route1_Traffic,route1_Road_Confidence,route1_Geopolitical_Constraints,route2_distance,route2_duration,route2_Road_Type,route2_Traffic,route2_Road_Confidence,route2_Geopolitical_Constraints
19.239625,73.136518,19.242239,73.136465,19.243723,73.129642,19.251538,73.100536,19.232686,73.032119,19.264196,73.087196,19.200075,72.972845,19.192897,72.970207,19.192897,72.970207,19.193381,72.970225,19.242239,73.136465,19.243723,73.129642,19.264196,73.087196,19.260976,73.029083,19.282616,73.073373,19.203505,72.977299,19.200075,72.972845,19.192897,72.970207,19.193381,72.970225,19.194264,72.970457,23284.09,3478.33,Good,Bad,0.9990233636363637,0,27136.891,4199.58,Good,Bad,0.998337909090909,0
18.516725,73.856256,18.515669,73.856287,18.514525,73.853742,18.703469,73.676155,18.770604,73.344277,18.771796,73.360243,19.076508,72.876095,19.105734,72.853633,19.109304,72.853594,19.096083,72.865838,18.515669,73.856287,18.514525,73.853742,18.716285,73.640138,18.787139,73.309666,18.70524,73.594154,19.109174,72.876447,19.102661,72.87255,19.09667,72.865661,19.096083,72.865838,19.095117,72.86516,159579.922,11695.533,Good,Bad,0.9920725454545454,0,168234.234,13900.351,Good,Bad,0.9962208181818181,0
19.033011,73.029696,19.033075,73.029878,19.032821,73.02958,19.058471,72.957473,19.083891,72.920533,19.081462,72.918647,19.103017,72.870742,19.096083,72.865838,19.09667,72.865661,19.096083,72.865838,19.033075,73.029878,19.032821,73.02958,19.058471,72.957473,19.066519,72.88978,19.070269,72.907643,19.101233,72.854503,19.096083,72.865838,19.107285,72.859203,19.096083,72.865838,19.095117,72.86516,28671.572,3728.037,Good,Bad,1,0,31618.922,3597.438,Good,Bad,1,0
19.218299,72.978094,19.222856,72.977491,19.223315,72.973583,19.212775,72.977484,19.092024,72.911671,19.174857,72.968629,19.102661,72.87255,19.09667,72.865661,19.09667,72.865661,19.096083,72.865838,19.222856,72.977491,19.223315,72.973583,19.197465,72.962637,19.123811,72.909219,19.124081,72.938619,19.112137,72.866872,19.096083,72.865838,19.107821,72.858673,19.096083,72.865838,19.095117,72.86516,29276.832,4170.336,Good,Bad,0.9827272727272728,0,28172,4062.457,Good,Bad,0.9827272727272728,0
18.962716,72.849095,18.961938,72.848879,18.962579,72.846329,18.98847,72.835745,19.025096,72.84041,19.003852,72.838768,19.105734,72.853633,19.107285,72.859203,19.107285,72.859203,19.096083,72.865838,18.961938,72.848879,18.962579,72.846329,19.005938,72.855996,19.069034,72.909277,19.024487,72.878849,19.101844,72.872527,19.099328,72.871253,19.09667,72.865661,19.096083,72.865838,19.095117,72.86516,22053.701,3701.686,Good,Bad,0.9979396363636365,0,30006.719,3740.019,Good,Bad,1,0
18.962716,72.849095,18.961938,72.848879,18.962579,72.846329,18.957796,72.842812,18.956004,72.809961,18.957253,72.834198,18.952277,72.796702,18.951462,72.793278,18.951113,72.793938,18.951462,72.793278,18.961938,72.848879,18.962579,72.846329,18.957796,72.842812,18.961967,72.81343,18.961756,72.823051,18.952277,72.796702,18.952277,72.796702,18.951113,72.793938,18.951462,72.793278,18.9492,72.792179,8541.54,1940,Good,Bad,0.9921271818181818,0,8649.417,2030.225,Good,Bad,0.9838595454545456,0
18.962716,72.849095,18.961938,72.848879,18.962579,72.846329,19.797173,72.912019,21.725775,73.00663,21.471601,72.955118,22.923366,69.789179,22.73784,69.712181,22.743756,69.70366,22.73784,69.712181,18.961938,72.848879,18.962579,72.846329,19.833521,72.951444,22.018628,72.861582,20.535703,72.961457,23.055286,69.916799,22.813974,69.692918,22.743756,69.70366,22.73784,69.712181,22.738555,69.719349,933455.062,57830.996,Good,Bad,0.998036,0,927047,61313.227,Good,Bad,0.998036,0
18.962716,72.849095,18.961938,72.848879,18.962579,72.846329,18.573713,73.806451,17.539867,78.233523,17.816931,76.233243,17.684656,83.202714,17.716202,83.270753,17.717909,83.306584,17.71738,83.306337,18.961938,72.848879,18.962579,72.846329,19.819293,74.027211,21.101206,79.730618,20.6177,77.853963,17.942152,83.420689,17.726014,83.310021,17.717909,83.306584,17.71738,83.306337,17.717286,83.30663,1359828.25,77833.297,Good,Bad,0.9982119090909091,0,1605941.125,95070.102,Good,Bad,1,0
19.298677,73.223723,19.298576,73.224041,19.263454,73.239604,18.307471,75.148833,17.228788,78.974443,17.763746,77.28341,17.709532,83.232069,17.717909,83.306584,17.717909,83.306584,17.71738,83.306337,19.301629,73.222674,19.311706,73.215793,19.790395,74.276004,21.061551,79.909575,21.101206,79.730618,17.898596,83.380255,17.796797,83.353493,17.717909,83.306584,17.71738,83.306337,17.717286,83.30663,1388559.375,82766.859,Good,Bad,0.987127818181818,0,1547611.5,90056.828,Good,Bad,0.987127818181818,0
19.28129,73.048314,19.283871,73.050429,19.26994,73.038551,18.571458,73.808195,17.539867,78.233523,17.816931,76.233243,17.684656,83.202714,17.71738,83.306337,17.717909,83.306584,17.71738,83.306337,19.286502,73.052958,19.294743,73.061151,19.921758,75.215768,21.077794,81.030561,20.967824,78.911533,17.898596,83.380255,17.718287,83.305655,17.717909,83.306584,17.71738,83.306337,17.717286,83.30663,1362377.5,81041.969,Good,Bad,0.9465425454545453,0,1556126.75,90886.023,Good,Bad,0.9914022727272728,0
